Feature,Importance
cat__Connection_Date_2013-06-14 00:00:00,0.0
cat__Connection_Date_2013-06-13 00:00:00,0.0
cat__Connection_Date_2013-06-10 00:00:00,0.0
cat__Connection_Date_2013-06-07 00:00:00,0.0
cat__Connection_Date_2013-06-06 00:00:00,0.0
cat__Connection_Date_2013-06-05 00:00:00,0.0
cat__Connection_Date_2013-06-04 00:00:00,0.0
cat__Connection_Date_2013-06-03 00:00:00,0.0
cat__Connection_Date_2013-06-02 00:00:00,0.0
cat__Connection_Date_2013-06-01 00:00:00,0.0
cat__Connection_Date_2013-05-31 00:00:00,0.0
cat__City_OWEGO,0.0
cat__City_OVID,0.0
cat__City_OTTO,0.0
cat__City_OTISVILLE,0.0
cat__City_OTEGO,0.0
cat__City_OSSINING,0.0
cat__City_ORISKANY FALLS,0.0
cat__City_ORIENT,0.0
cat__City_ORCHARD PARK,0.0
cat__City_ONTARIO,0.0
cat__City_ONEONTA,0.0
cat__City_ONEIDA CASTLE,0.0
cat__City_ONEIDA,0.0
cat__City_ONCHIOTA,0.0
cat__City_OLMSTEDVILLE,0.0
cat__City_Old Bethpage,0.0
cat__City_Old BETHPAGE,0.0
cat__City_Odessa,0.0
cat__City_Ocean Beach,0.0
cat__City_Obernburg,0.0
cat__City_Oak Hl,0.0
cat__City_Oak Hill,0.0
cat__City_Oak Beach,0.0
cat__City_OXFORD,0.0
cat__City_OWLS HEAD,0.0
cat__City_Otisville,0.0
cat__City_Otego,0.0
cat__City_Oriskany falls,0.0
cat__City_Oriskany Falls,0.0
cat__City_Orient,0.0
cat__City_Orchard park,0.0
cat__City_Orangetown,0.0
cat__City_Orange,0.0
cat__City_Ontario Center,0.0
cat__City_Oneota,0.0
cat__City_Olivebridge,0.0
cat__City_Olive Brdg,0.0
cat__City_Old chatham,0.0
cat__City_Old Field,0.0
cat__City_PAUL SMITH'S,0.0
cat__City_PARKSVILLE,0.0
cat__City_PARISHVILLE,0.0
cat__City_PARISH,0.0
cat__City_PARADOX,0.0
cat__City_PANAMA,0.0
cat__City_PALMYRA,0.0
cat__City_PALMER,0.0
cat__City_PALISADES,0.0
cat__City_PALATINE BRIDGE,0.0
cat__City_PAINTED POST,0.0
cat__City_Ozone park,0.0
cat__City_Oyster Bay,0.0
cat__City_Oxford,0.0
cat__City_Owego,0.0
cat__Connection_Date_2013-05-29 00:00:00,0.0
cat__Connection_Date_2013-05-28 00:00:00,0.0
cat__Connection_Date_2013-05-23 00:00:00,0.0
cat__Connection_Date_2013-05-22 00:00:00,0.0
cat__Connection_Date_2013-05-20 00:00:00,0.0
cat__Connection_Date_2013-05-19 00:00:00,0.0
cat__Connection_Date_2013-05-16 00:00:00,0.0
cat__Connection_Date_2013-05-15 00:00:00,0.0
cat__Connection_Date_2013-05-13 00:00:00,0.0
cat__Connection_Date_2013-05-10 00:00:00,0.0
cat__Connection_Date_2013-05-09 00:00:00,0.0
cat__City_PAVILION,0.0
cat__City_PAUL SMITHS,0.0
cat__City_PHOENIX,0.0
cat__City_PHOENICIA,0.0
cat__City_PHILMONT,0.0
cat__City_PHILLIPSPORT,0.0
cat__City_PHILADELPHIA,0.0
cat__City_PETERSBURG,0.0
cat__City_PERU,0.0
cat__City_PERRYSBURG,0.0
cat__City_PERRY,0.0
cat__City_PENFIELD,0.0
cat__City_PELHAM,0.0
cat__City_PECONIC,0.0
cat__City_PEARL RIVER,0.0
cat__Connection_Date_2013-05-30 00:00:00,0.0
cat__City_POESTENKILL,0.0
cat__City_PLYMOUTH,0.0
cat__City_PLATTSBURGH,0.0
cat__City_PITTSFORD,0.0
cat__City_PISECO,0.0
cat__City_PINE VALLEY,0.0
cat__City_PINE ISLAND,0.0
cat__City_PINE CITY,0.0
cat__City_PIKE,0.0
cat__City_PIFFARD,0.0
cat__City_PIERREPONT MANOR,0.0
cat__City_PIERMONT,0.0
cat__City_PIERCEFIELD,0.0
cat__City_POUGHQUAG,0.0
cat__City_POTTERSVILLE,0.0
cat__City_PORTVILLE,0.0
cat__City_PORTLAND,0.0
cat__City_PORTER CORNERS,0.0
cat__City_PORT LEYDEN,0.0
cat__City_PORT HENRY,0.0
cat__City_PORT CRANE,0.0
cat__City_PORT CHESTER,0.0
cat__City_PORT BYRON,0.0
cat__City_POQUOTT,0.0
cat__City_POND EDDY,0.0
cat__City_POMPEY,0.0
cat__City_POLAND,0.0
cat__City_Palenville,0.0
cat__City_Painted post,0.0
cat__City_Painted Post,0.0
cat__City_PUTNAM VALLEY,0.0
cat__City_PUTNAM STATION,0.0
cat__City_PURDYS,0.0
cat__City_PT Lookout,0.0
cat__City_PT LOOKOUT,0.0
cat__City_PRESTON HOLLOW,0.0
cat__City_PREBLE,0.0
cat__City_PRATTSVILLE,0.0
cat__City_PRATTSBURGH,0.0
cat__City_Philmont,0.0
cat__City_Phelps,0.0
cat__City_Petersburgh,0.0
cat__City_Petersburg,0.0
cat__City_Peru,0.0
cat__City_Perry,0.0
cat__City_Pearl River,0.0
cat__City_Parma,0.0
cat__City_Parksville,0.0
cat__City_Palisades,0.0
cat__City_Palenvl,0.0
cat__Connection_Date_2013-05-07 00:00:00,0.0
cat__Connection_Date_2013-05-03 00:00:00,0.0
cat__Connection_Date_2013-05-02 00:00:00,0.0
cat__Connection_Date_2013-04-30 00:00:00,0.0
cat__Connection_Date_2013-04-29 00:00:00,0.0
cat__Connection_Date_2013-04-26 00:00:00,0.0
cat__Connection_Date_2013-04-25 00:00:00,0.0
cat__Connection_Date_2013-04-24 00:00:00,0.0
cat__Connection_Date_2013-04-22 00:00:00,0.0
cat__City_Pine City,0.0
cat__City_Pike,0.0
cat__City_Piermont,0.0
cat__City_Port Jefferson Sta,0.0
cat__City_Port Crane,0.0
cat__City_Poquott,0.0
cat__City_Pond Eddy,0.0
cat__City_Plymouth,0.0
cat__City_Pleasant Valley,0.0
cat__City_Plattekill,0.0
cat__City_Pine valley,0.0
cat__City_Pine city,0.0
cat__City_Pine bush,0.0
cat__City_Pine Plains,0.0
cat__Connection_Date_2013-04-11 00:00:00,0.0
cat__Connection_Date_2013-04-04 00:00:00,0.0
cat__Connection_Date_2013-04-03 00:00:00,0.0
cat__Connection_Date_2013-04-02 00:00:00,0.0
cat__Connection_Date_2013-04-01 00:00:00,0.0
cat__Connection_Date_2013-03-28 00:00:00,0.0
cat__Connection_Date_2013-03-26 00:00:00,0.0
cat__City_Potter Holw,0.0
cat__City_Portville,0.0
cat__City_Portageville,0.0
cat__City_Portage,0.0
cat__City_Port byron,0.0
cat__City_Port Jervis,0.0
cat__City_Putnam,0.0
cat__City_Purling,0.0
cat__City_Purdys,0.0
cat__City_Pulteney,0.0
cat__City_Pt Jeffersn,0.0
cat__City_Pt Jeff Sta,0.0
cat__City_Prattsvl,0.0
cat__City_Prattsville,0.0
cat__City_Prattsburgh,0.0
cat__City_Prattsburg,0.0
cat__City_Pound ridge,0.0
cat__City_Pound Ridge,0.0
cat__Connection_Date_2013-04-16 00:00:00,0.0
cat__Connection_Date_2013-04-15 00:00:00,0.0
cat__Connection_Date_2013-04-12 00:00:00,0.0
cat__City_RANSOMVILLE,0.0
cat__City_RANDOLPH,0.0
cat__City_RAINBOW LAKE,0.0
cat__City_Quiogue,0.0
cat__City_Queens village,0.0
cat__City_Queens VIllage,0.0
cat__City_Queens,0.0
cat__City_QUOGUE,0.0
cat__City_QUIOGUE,0.0
cat__City_QUEENS Village,0.0
cat__City_QUEENS VILLAGE,0.0
cat__City_QUEENS,0.0
cat__City_QUAKER STREET,0.0
cat__City_Putnam valley,0.0
cat__City_RICHFIELD SPRINGS,0.0
cat__City_REXVILLE,0.0
cat__City_RETSOF,0.0
cat__City_RENSSELAER FALLS,0.0
cat__City_REMSENBURG,0.0
cat__City_REMSEN,0.0
cat__City_REGO PARK,0.0
cat__City_REDWOOD,0.0
cat__City_REDFIELD,0.0
cat__City_RED HOOK,0.0
cat__City_RED CREEK,0.0
cat__City_READING CENTER,0.0
cat__City_RAYBROOK,0.0
cat__City_RAVENA,0.0
cat__City_RAQUETTE LAKE,0.0
cat__City_ROCKWY PT,0.0
cat__City_ROCKWY BCH,0.0
cat__City_ROCKVLE CTR,0.0
cat__City_ROCK STREAM,0.0
cat__City_ROCK HILL,0.0
cat__City_ROCK CITY FALLS,0.0
cat__City_RIPLEY,0.0
cat__City_RIDGEWOOD,0.0
cat__City_RIDGEBURY,0.0
cat__City_RICHMONDVILLE,0.0
cat__City_RICHMOND HILL,0.0
cat__City_RICHLAND,0.0
cat__City_RICHFORD,0.0
cat__City_ROXBURY,0.0
cat__City_ROUND LAKE,0.0
cat__City_ROTTERDAM JUNCTION,0.0
cat__City_ROTTERDAM JCTN,0.0
cat__City_ROTTERDAM,0.0
cat__City_ROSSIE,0.0
cat__City_ROSLYN HGTS,0.0
cat__City_ROSEDALE,0.0
cat__City_ROSEBOOM,0.0
cat__City_ROSE,0.0
cat__City_ROSCOE,0.0
cat__City_ROOSEVELT,0.0
cat__City_RONKONKOMA,0.0
cat__City_ROMULUS,0.0
cat__City_RODMAN,0.0
cat__City_Rhinecliff,0.0
cat__City_Rexville,0.0
cat__City_Rensselaervl,0.0
cat__City_Rensselaerville,0.0
cat__City_Rensselaer,0.0
cat__City_Remsenberg,0.0
cat__City_Red creek,0.0
cat__City_Red Creek,0.0
cat__City_Randolph,0.0
cat__City_RYE,0.0
cat__City_RUSHFORD,0.0
cat__Connection_Date_2013-03-18 00:00:00,0.0
cat__Connection_Date_2013-03-16 00:00:00,0.0
cat__Connection_Date_2013-03-14 00:00:00,0.0
cat__Connection_Date_2013-03-13 00:00:00,0.0
cat__Connection_Date_2013-03-12 00:00:00,0.0
cat__Connection_Date_2013-03-11 00:00:00,0.0
cat__Connection_Date_2013-03-09 00:00:00,0.0
cat__Connection_Date_2013-03-08 00:00:00,0.0
cat__Connection_Date_2013-03-07 00:00:00,0.0
cat__City_Richford,0.0
cat__City_Richfield springs,0.0
cat__City_Richfield Springs,0.0
cat__City_Rockaway Beach,0.0
cat__City_Rockaway Bch,0.0
cat__City_Rockaway,0.0
cat__City_Rock stream,0.0
cat__City_Rock hill,0.0
cat__City_Rock Stream,0.0
cat__City_Rock Hill,0.0
cat__City_Rifton,0.0
cat__City_Ridgebury,0.0
cat__City_Richmond hill,0.0
cat__Connection_Date_2013-03-25 00:00:00,0.0
cat__Connection_Date_2013-03-22 00:00:00,0.0
cat__Connection_Date_2013-03-20 00:00:00,0.0
cat__City_Roslyn Hgts,0.0
cat__City_Rosendale,0.0
cat__City_Roseboom,0.0
cat__City_Roscoe,0.0
cat__City_Rocky PT,0.0
cat__City_Rockwy PT,0.0
cat__City_Rockwy PK,0.0
cat__City_Rockvle Ctr,0.0
cat__City_Rockville Centre,0.0
cat__City_Rockaway Point,0.0
cat__City_S OZONE PARK,0.0
cat__City_S Jamesport,0.0
cat__City_S JAMESPORT,0.0
cat__City_S Hempstead,0.0
cat__City_S HEMPSTEAD,0.0
cat__City_S Floral PK,0.0
cat__City_S FLORAL PK,0.0
cat__City_S FARMNGDLE,0.0
cat__City_S Cairo,0.0
cat__City_Rushville,0.0
cat__City_Rushford,0.0
cat__City_Ruby,0.0
cat__City_Roxbury,0.0
cat__City_Rouses Point,0.0
cat__City_Round lake,0.0
cat__City_Round Top,0.0
cat__City_SAND LAKE,0.0
cat__City_SALTAIRE,0.0
cat__City_SALISBURY MILLS,0.0
cat__City_SALISBURY CENTER,0.0
cat__City_SALEM,0.0
cat__City_SAINT ALBANS,0.0
cat__City_SACKETS HARBOR,0.0
cat__City_S floral park,0.0
cat__City_S Westerlo,0.0
cat__City_S Setauket,0.0
cat__City_S SETAUKET,0.0
cat__City_S RICHMOND HILL,0.0
cat__City_S Ozone park,0.0
cat__City_SCHUYLERVILLE,0.0
cat__City_SCHOHARIE,0.0
cat__City_SCHODACK LANDING,0.0
cat__City_SCHODACK,0.0
cat__City_SCHENEVUS,0.0
cat__City_SCHAGHTICOKE,0.0
cat__City_SCARSDALE,0.0
cat__City_SAVANNAH,0.0
cat__City_SAUQUOIT,0.0
cat__City_SARANAC LAKE,0.0
cat__City_SARANAC INN,0.0
cat__City_SARANAC,0.0
cat__City_SANDY CREEK,0.0
cat__City_SANDS PT,0.0
cat__City_SHERMAN,0.0
cat__City_SHERBURNE,0.0
cat__City_SHENOROCK,0.0
cat__City_SHELTER ISLAND,0.0
cat__City_SHARON SPRINGS,0.0
cat__City_SHANDAKEN,0.0
cat__City_SENECA FALLS,0.0
cat__City_SEARSVILLE,0.0
cat__City_SEAFORD,0.0
cat__City_SEA CLIFF,0.0
cat__City_SCOTTSBURG,0.0
cat__City_SCIPIO CENTER,0.0
cat__City_SCIO,0.0
cat__Connection_Date_2013-03-04 00:00:00,0.0
cat__Connection_Date_2013-03-01 00:00:00,0.0
cat__Connection_Date_2013-02-28 00:00:00,0.0
cat__Connection_Date_2013-02-27 00:00:00,0.0
cat__Connection_Date_2013-02-26 00:00:00,0.0
cat__Connection_Date_2013-02-23 00:00:00,0.0
cat__Connection_Date_2013-02-22 00:00:00,0.0
cat__Connection_Date_2013-02-20 00:00:00,0.0
cat__Connection_Date_2013-02-19 00:00:00,0.0
cat__Connection_Date_2013-02-15 00:00:00,0.0
cat__Connection_Date_2013-02-14 00:00:00,0.0
cat__Connection_Date_2013-02-12 00:00:00,0.0
cat__City_SHORTSVILLE,0.0
cat__City_SHIRLEY,0.0
cat__City_SMYRNA,0.0
cat__City_SMALLWOOD,0.0
cat__City_SLOATSBURG,0.0
cat__City_SINCLAIRVILLE,0.0
cat__City_SILVER SPRINGS,0.0
cat__City_SILVER CREEK,0.0
cat__City_SILVER BAY,0.0
cat__City_SIDNEY CENTER,0.0
cat__City_SIDNEY,0.0
cat__City_SHUSHAN,0.0
cat__City_SHRUB OAK,0.0
cat__City_SOUTH NYACK,0.0
cat__City_SOUTH NEW BERLIN,0.0
cat__City_SOUTH LIMA,0.0
cat__City_SOUTH HARTFORD,0.0
cat__City_SOUTH FALLSBURG,0.0
cat__City_SOUTH DAYTON,0.0
cat__City_SOUTH COLTON,0.0
cat__City_SOUTH BYRON,0.0
cat__City_SOUTH BETHLEHEM,0.0
cat__City_SOMERS,0.0
cat__City_SOLVAY,0.0
cat__City_SODUS POINT,0.0
cat__City_SODUS,0.0
cat__City_SNYDER,0.0
cat__City_SPRINGFIELD GARDENS,0.0
cat__City_SPRINGFIELD CENTER,0.0
cat__City_SPRING GLEN,0.0
cat__City_SPRAKERS,0.0
cat__City_SPEONK,0.0
cat__City_SPENCERTOWN,0.0
cat__City_SPENCERPORT,0.0
cat__City_SPENCER,0.0
cat__City_SPECULATOR,0.0
cat__City_SPARROW BUSH,0.0
cat__City_SPARKILL,0.0
cat__City_SOUTHOLD,0.0
cat__City_SOUTH WALES,0.0
cat__City_SOUTH SCHROON,0.0
cat__City_STOCKTON,0.0
cat__City_STOCKPORT,0.0
cat__City_STITTVILLE,0.0
cat__City_STEWART MAN,0.0
cat__City_STERLING FOREST,0.0
cat__City_STERLING,0.0
cat__City_STATEN Island,0.0
cat__City_STAR LAKE,0.0
cat__City_STANLEY,0.0
cat__City_STAFFORD,0.0
cat__City_ST REGIS FALLS,0.0
cat__City_SPRINGWATER,0.0
cat__City_Salisbury Mills,0.0
cat__City_Salem,0.0
cat__City_SYLVAN BEACH,0.0
cat__City_SWAN LAKE,0.0
cat__City_SWAIN,0.0
cat__City_SUNNYSIDE,0.0
cat__City_SUMMITVILLE,0.0
cat__City_SUMMIT,0.0
cat__City_SUGAR LOAF,0.0
cat__City_STUYVESANT FALLS,0.0
cat__City_STRYKERSVILLE,0.0
cat__City_STRATFORD,0.0
cat__City_STOTTVILLE,0.0
cat__City_STORMVILLE,0.0
cat__City_STONY CREEK,0.0
cat__Connection_Date_2013-02-08 00:00:00,0.0
cat__Connection_Date_2013-02-07 00:00:00,0.0
cat__Connection_Date_2013-02-05 00:00:00,0.0
cat__Connection_Date_2013-02-04 00:00:00,0.0
cat__Connection_Date_2013-02-01 00:00:00,0.0
cat__Connection_Date_2013-01-31 00:00:00,0.0
cat__Connection_Date_2013-01-28 00:00:00,0.0
cat__Connection_Date_2013-01-26 00:00:00,0.0
cat__Connection_Date_2013-01-25 00:00:00,0.0
cat__Connection_Date_2013-01-24 00:00:00,0.0
cat__Connection_Date_2013-01-23 00:00:00,0.0
cat__Connection_Date_2013-01-22 00:00:00,0.0
cat__City_Salisbury Mls,0.0
cat__City_Schuyler Falls,0.0
cat__City_Schenevus,0.0
cat__City_Savona,0.0
cat__City_Savannah,0.0
cat__City_Saranac,0.0
cat__City_Sangerfield,0.0
cat__City_Sands PT,0.0
cat__City_Sand lake,0.0
cat__City_Sand Lake,0.0
cat__City_Samsonvl,0.0
cat__City_Samsonville,0.0
cat__City_Saltaire,0.0
cat__City_Salt Pt,0.0
cat__Connection_Date_2013-02-11 00:00:00,0.0
cat__City_Shltr IS HT,0.0
cat__City_Sherburne,0.0
cat__City_Shenorock,0.0
cat__City_Shelter island,0.0
cat__City_Shelter Island Heights,0.0
cat__City_Shandaken,0.0
cat__City_Shady,0.0
cat__City_Seneca falls,0.0
cat__City_Seneca Falls,0.0
cat__City_Seneca,0.0
cat__City_Searingtown,0.0
cat__City_Scottsville,0.0
cat__City_Scipio center,0.0
cat__City_Scipio Center,0.0
cat__City_Sloastburg,0.0
cat__City_Slaterville springs,0.0
cat__City_Slaterville Springs,0.0
cat__City_Slaterville,0.0
cat__City_Slate Hill,0.0
cat__City_Silver springs,0.0
cat__City_Silver creek,0.0
cat__City_Silver Springs,0.0
cat__City_Silver Creek,0.0
cat__City_Sidney Center,0.0
cat__City_Sidney,0.0
cat__City_Shushan,0.0
cat__City_Shrub oak,0.0
cat__City_Shortsville,0.0
cat__City_Shokan,0.0
cat__City_South New Berlin,0.0
cat__City_South Kortright,0.0
cat__City_South Jamesport,0.0
cat__City_South Hempstead,0.0
cat__City_South Hampton,0.0
cat__City_South Floral Park,0.0
cat__City_South Farmingdale,0.0
cat__City_South Fallsburg,0.0
cat__City_South Dayton,0.0
cat__City_South Cairo,0.0
cat__City_Sodus Point,0.0
cat__City_Smithville Flats,0.0
cat__City_Smith'S Landing,0.0
cat__City_Smallwood,0.0
cat__City_Sparrow bush,0.0
cat__City_Sparrow Bush,0.0
cat__City_Spafford,0.0
cat__City_Southfield,0.0
cat__City_South wales,0.0
cat__City_South salem,0.0
cat__City_South plymouth,0.0
cat__City_South otselic,0.0
cat__City_South new berlin,0.0
cat__City_South kortright,0.0
cat__City_South dayton,0.0
cat__City_South Wales,0.0
cat__City_South Otselic,0.0
cat__City_South Nyack,0.0
cat__Connection_Date_2013-01-21 00:00:00,0.0
cat__Connection_Date_2013-01-20 00:00:00,0.0
cat__Connection_Date_2013-01-17 00:00:00,0.0
cat__Connection_Date_2013-01-16 00:00:00,0.0
cat__Connection_Date_2013-01-15 00:00:00,0.0
cat__Connection_Date_2013-01-14 00:00:00,0.0
cat__Connection_Date_2013-01-12 00:00:00,0.0
cat__Connection_Date_2013-01-11 00:00:00,0.0
cat__Connection_Date_2013-01-10 00:00:00,0.0
cat__Connection_Date_2013-01-09 00:00:00,0.0
cat__Connection_Date_2013-01-08 00:00:00,0.0
cat__Connection_Date_2013-01-07 00:00:00,0.0
cat__Connection_Date_2013-01-04 00:00:00,0.0
cat__Connection_Date_2013-01-03 00:00:00,0.0
cat__Connection_Date_2013-01-02 00:00:00,0.0
cat__Connection_Date_2013-01-01 00:00:00,0.0
cat__City_StaTen Island,0.0
cat__City_St Remy,0.0
cat__City_St James,0.0
cat__City_Springwater,0.0
cat__City_Springfield gardens,0.0
cat__City_Springfield center,0.0
cat__City_Springfield,0.0
cat__City_SpringField Gardens,0.0
cat__City_Spring Glen,0.0
cat__City_Speonk,0.0
cat__City_Spencertown,0.0
cat__City_Strykersville,0.0
cat__City_Stonybrook,0.0
cat__City_Stewart Manor,0.0
cat__City_Sterling Forest,0.0
cat__City_Stephentown,0.0
cat__City_Staten ISland,0.0
cat__City_Stanley,0.0
cat__City_Stamford,0.0
cat__City_THOUSAND ISL PARK,0.0
cat__City_THORNWOOD,0.0
cat__City_THOMPSON RIDGE,0.0
cat__City_THERESA,0.0
cat__City_THENDARA,0.0
cat__City_TALLMAN,0.0
cat__City_TABERG,0.0
cat__City_Swan Lake,0.0
cat__City_Swain,0.0
cat__City_Surprise,0.0
cat__City_Sundown,0.0
cat__City_Sugar loaf,0.0
cat__City_Sugar Loaf,0.0
cat__City_Tannersville,0.0
cat__City_Tallman,0.0
cat__City_Taghkanic,0.0
cat__City_TUXEDO,0.0
cat__City_TUPPER LAKE,0.0
cat__City_TUCKAHOE,0.0
cat__City_TRUXTON,0.0
cat__City_TRUMANSBURG,0.0
cat__City_TRIBES HILL,0.0
cat__City_TREADWELL,0.0
cat__City_TIVOLI,0.0
cat__City_THREE MILE BAY,0.0
cat__Connection_Date_2012-12-27 00:00:00,0.0
cat__Connection_Date_2012-12-24 00:00:00,0.0
cat__Connection_Date_2012-12-22 00:00:00,0.0
cat__Connection_Date_2012-12-21 00:00:00,0.0
cat__Connection_Date_2012-12-15 00:00:00,0.0
cat__Connection_Date_2012-12-14 00:00:00,0.0
cat__Connection_Date_2012-12-11 00:00:00,0.0
cat__City_Thompson Ridge,0.0
cat__City_Tannersvl,0.0
cat__City_UPPER JAY,0.0
cat__City_UPPER GRANDVIEW,0.0
cat__City_UNIONVILLE,0.0
cat__City_UNIONDALE,0.0
cat__City_UNION SPRINGS,0.0
cat__City_UNADILLA,0.0
cat__City_Tuxedo Park,0.0
cat__City_Tuxedo,0.0
cat__City_Tunnel,0.0
cat__City_Troy,0.0
cat__City_Troupsburg,0.0
cat__City_Troupsberg,0.0
cat__City_Treadwell,0.0
cat__City_Tillson,0.0
cat__Connection_Date_2012-12-31 00:00:00,0.0
cat__City_VAN ETTEN,0.0
cat__City_VAN BUREN POINT,0.0
cat__City_VALLEY STRM,0.0
cat__City_VALLEY FALLS,0.0
cat__City_VALHALLA,0.0
cat__City_Upper Nyack,0.0
cat__City_Upper Jay,0.0
cat__City_Upper Grandview,0.0
cat__City_Unionville,0.0
cat__City_Union springs,0.0
cat__City_Unadilla,0.0
cat__City_Ulster Park,0.0
cat__City_Ulster,0.0
cat__City_USHERS,0.0
cat__Connection_Date_2012-12-09 00:00:00,0.0
cat__Connection_Date_2012-12-07 00:00:00,0.0
cat__Connection_Date_2012-12-04 00:00:00,0.0
cat__Connection_Date_2012-12-03 00:00:00,0.0
cat__Connection_Date_2012-12-01 00:00:00,0.0
cat__Connection_Date_2012-11-29 00:00:00,0.0
cat__Connection_Date_2012-11-28 00:00:00,0.0
cat__Connection_Date_2012-11-27 00:00:00,0.0
cat__Connection_Date_2012-11-26 00:00:00,0.0
cat__Connection_Date_2012-11-24 00:00:00,0.0
cat__Connection_Date_2012-11-21 00:00:00,0.0
cat__Connection_Date_2012-11-20 00:00:00,0.0
cat__City_VERNON CENTER,0.0
cat__City_VERMONTVILLE,0.0
cat__City_Van etten,0.0
cat__City_Van Etten,0.0
cat__City_Valois,0.0
cat__City_Valley stream,0.0
cat__City_Valatie,0.0
cat__City_Vails Gate,0.0
cat__City_VaLLey Stream,0.0
cat__City_VICTORY MILLS,0.0
cat__City_VICTOR,0.0
cat__City_VERSAILLES,0.0
cat__City_VERPLANCK,0.0
cat__City_VERONA BEACH,0.0
cat__City_VERONA,0.0
cat__Connection_Date_2012-12-10 00:00:00,0.0
cat__City_WADDINGTON,0.0
cat__City_WACCABUC,0.0
cat__City_W Shokan,0.0
cat__City_W SAYVILLE,0.0
cat__City_W Park,0.0
cat__City_W Kill,0.0
cat__City_W Hurley,0.0
cat__City_W Hempstead,0.0
cat__City_W GILGO BCH,0.0
cat__City_W Camp,0.0
cat__City_Vestal,0.0
cat__City_Verbank,0.0
cat__City_Varysburg,0.0
cat__City_WARSAW,0.0
cat__City_WARNERS,0.0
cat__City_WANAKENA,0.0
cat__City_WAMPSVILLE,0.0
cat__City_WALWORTH,0.0
cat__City_WALTON,0.0
cat__City_WALKER VALLEY,0.0
cat__City_WALDEN,0.0
cat__City_WADSWORTH,0.0
cat__City_WADHAMS,0.0
cat__City_WELLSVILLE,0.0
cat__City_WELLSBURG,0.0
cat__City_WELLS,0.0
cat__City_WELLESLEY ISLAND,0.0
cat__City_WEEDSPORT,0.0
cat__City_WEBSTER,0.0
cat__City_WAYNE,0.0
cat__City_WAYLAND,0.0
cat__City_WAVERLY,0.0
cat__City_WATKINS GLEN,0.0
cat__City_WATERVLIET,0.0
cat__City_WATERVILLE,0.0
cat__City_WATERPORT,0.0
cat__City_WATERLOO,0.0
cat__City_WASSAIC,0.0
cat__City_WEST STOCKHOLM,0.0
cat__City_WEST SENECA,0.0
cat__City_WEST SAND LAKE,0.0
cat__City_WEST ONEONTA,0.0
cat__City_WEST MONROE,0.0
cat__City_WEST LEYDEN,0.0
cat__City_WEST HENRIETTA,0.0
cat__City_WEST HARRISON,0.0
cat__City_WEST FULTON,0.0
cat__City_WEST FALLS,0.0
cat__City_WEST CHAZY,0.0
cat__City_WEST BERNE,0.0
cat__City_WEST ALBANY,0.0
cat__City_WESLEY HILLS,0.0
cat__City_WHITE CREEK,0.0
cat__City_WHEATLY HTS,0.0
cat__City_WHEATFIELD,0.0
cat__City_WEVERTOWN,0.0
cat__City_WESTTOWN,0.0
cat__City_WESTPORT,0.0
cat__City_WESTMORELAND,0.0
cat__City_WESTHAMPTON,0.0
cat__City_WESTFORD,0.0
cat__City_WESTFIELD,0.0
cat__City_WESTERNVILLE,0.0
cat__City_WESTERLO,0.0
cat__City_WESTDALE,0.0
cat__City_WESTBROOKVILLE,0.0
cat__City_WEST VALLEY,0.0
cat__City_WINDHAM,0.0
cat__City_WILTON,0.0
cat__City_WILSON,0.0
cat__City_WILMINGTON,0.0
cat__City_WILLSEYVILLE,0.0
cat__City_WILLSBORO,0.0
cat__City_WILLIAMSTOWN,0.0
cat__City_WILLIAMSON,0.0
cat__City_WHITNEY POINT,0.0
cat__City_WHITESBORO,0.0
cat__City_WHITEHALL,0.0
cat__City_WHITE SULPHUR SPRINGS,0.0
cat__City_WHITE LAKE,0.0
cat__City_WOODVILLE,0.0
cat__City_WOODSIDE,0.0
cat__City_WOODRIDGE,0.0
cat__City_WOODHULL,0.0
cat__City_WOODHAVEN,0.0
cat__City_WOODGATE,0.0
cat__City_WOODBOURNE,0.0
cat__City_WOLCOTT,0.0
cat__City_WINTHROP,0.0
cat__City_WINTERTON,0.0
cat__City_WINGDALE,0.0
cat__City_WINDSOR,0.0
cat__Connection_Date_2012-11-16 00:00:00,0.0
cat__Connection_Date_2012-11-15 00:00:00,0.0
cat__Connection_Date_2012-11-14 00:00:00,0.0
cat__Connection_Date_2012-11-13 00:00:00,0.0
cat__Connection_Date_2012-11-12 00:00:00,0.0
cat__Connection_Date_2012-11-09 00:00:00,0.0
cat__Connection_Date_2012-11-08 00:00:00,0.0
cat__Connection_Date_2012-11-07 00:00:00,0.0
cat__Connection_Date_2012-11-05 00:00:00,0.0
cat__Connection_Date_2012-11-01 00:00:00,0.0
cat__Connection_Date_2012-10-31 00:00:00,0.0
cat__Connection_Date_2012-10-30 00:00:00,0.0
cat__Connection_Date_2012-10-29 00:00:00,0.0
cat__Connection_Date_2012-10-26 00:00:00,0.0
cat__Connection_Date_2012-10-25 00:00:00,0.0
cat__City_Washingtonvle,0.0
cat__City_Warsaw,0.0
cat__City_Warners,0.0
cat__City_Wappingers Fall,0.0
cat__City_Wappinger,0.0
cat__City_Wales Center,0.0
cat__City_Walden,0.0
cat__City_Wainscott,0.0
cat__City_Waccabuc,0.0
cat__City_WYOMING,0.0
cat__Connection_Date_2012-11-19 00:00:00,0.0
cat__City_West HAverstraw,0.0
