Feature,Importance
cat__Substation_8MR,4.3684959128466715e-15
cat__Connection_Date_2020-08-06 00:00:00,4.3533677457714756e-15
cat__Circuit_ID_1203302,4.3372717422008e-15
cat__Division_003-Niagara Falls,4.3368260274633995e-15
cat__Connection_Date_2016-02-02 00:00:00,4.305042684212842e-15
cat__Substation_SMITH BRIDGE 464,4.299940408349448e-15
cat__Connection_Date_2018-01-02 00:00:00,4.285090009577371e-15
cat__City_Hamilton,4.26583709948565e-15
cat__Connection_Date_2014-11-12 00:00:00,4.212513712102659e-15
cat__Connection_Date_2009-04-28 00:00:00,4.19536277540688e-15
cat__Circuit_ID_1813,4.1860027967961945e-15
cat__Circuit_ID_7095,4.17754261376903e-15
cat__Circuit_ID_36_12_27851,4.175682393562329e-15
cat__Circuit_ID_8XR645,4.1560559127961394e-15
cat__Connection_Date_2002-08-07 00:00:00,4.154374894247505e-15
cat__Substation_NYS-PAWLING 508,4.151347446577398e-15
cat__Developer_Connor Dawson (GreenSpark Solar),4.141979220290163e-15
cat__Connection_Date_2011-03-31 00:00:00,4.123552209981247e-15
cat__Circuit_ID_80-5-13,4.099210725887524e-15
cat__Circuit_ID_2300222,4.075025075464963e-15
cat__Connection_Date_2013-05-14 00:00:00,4.072870200968229e-15
cat__Developer_Voltaic Solaire,4.0614072765826975e-15
cat__Connection_Date_2014-10-02 00:00:00,4.058340931956331e-15
cat__Circuit_ID_8GX8H6,4.044773919759441e-15
cat__Connection_Date_2015-12-01 00:00:00,4.0386470984413166e-15
cat__City_Glen Spey,4.017139093026225e-15
cat__Circuit_ID_5X33,4.004637369649077e-15
cat__Connection_Date_2014-08-13 00:00:00,3.994131694527638e-15
cat__Circuit_ID_BRW NWK,3.9915094044655445e-15
cat__Developer_Sunrun Inc,3.9646504797581e-15
cat__Connection_Date_2022-09-12 00:00:00,3.963972103197344e-15
cat__Connection_Date_2010-12-30 00:00:00,3.948244460866309e-15
cat__Circuit_ID_1106094,3.9291750863192766e-15
cat__Developer_Jean-Paul Monteau (Aries Power),3.9232230702116215e-15
cat__Developer_Seed Solar,3.908448970108337e-15
cat__Circuit_ID_5R165,3.900371288124944e-15
cat__Connection_Date_2019-07-03 00:00:00,3.8972877416051595e-15
cat__Substation_6GL,3.891478202382731e-15
cat__Connection_Date_2011-12-28 00:00:00,3.869377701823005e-15
cat__Circuit_ID_4201703,3.8568462739985516e-15
cat__City_Mass PK,3.842513422618359e-15
cat__Substation_W. MONROE 274,3.8269841768779644e-15
cat__City_Greenlawn,3.826741320449384e-15
cat__Circuit_ID_8F706,3.812607799343002e-15
cat__City_LLOYD HBR,3.80815453888461e-15
cat__Circuit_ID_1106668,3.793181074236783e-15
cat__Connection_Date_2019-02-26 00:00:00,3.7877558760614366e-15
cat__Circuit_ID_9B722,3.786316605723772e-15
cat__Connection_Date_2021-04-20 00:00:00,3.780754814097705e-15
cat__Circuit_ID_41306,3.727394440954207e-15
cat__Circuit_ID_2401310,3.7080096515499564e-15
cat__Circuit_ID_8M7P4,3.704286718966848e-15
cat__Connection_Date_2015-11-13 00:00:00,3.701809718474377e-15
cat__City_Westhampton,3.696354095479231e-15
cat__Connection_Date_2015-09-21 00:00:00,3.688618155530375e-15
cat__Connection_Date_2010-12-22 00:00:00,3.6819064804383895e-15
cat__Connection_Date_2002-05-24 00:00:00,3.680800578161531e-15
cat__Connection_Date_2022-01-11 00:00:00,3.680488010773264e-15
cat__Circuit_ID_36_33_30353,3.6780816061576815e-15
cat__Circuit_ID_4J492,3.6769390486533114e-15
cat__Developer_Ben Drexel (Empire Solar Solutions),3.67578391596296e-15
cat__Developer_Harvest Power,3.6630878576038544e-15
cat__Connection_Date_2014-08-04 00:00:00,3.64862806385025e-15
"cat__Developer_Seed Renewables, LLC",3.6484237001153815e-15
cat__Circuit_ID_9R627,3.638450358704024e-15
cat__Circuit_ID_6UL856,3.637856772439406e-15
cat__Connection_Date_2019-05-09 00:00:00,3.630894398058063e-15
cat__Circuit_ID_RH NWK,3.606971764482754e-15
cat__Connection_Date_2018-04-10 00:00:00,3.60485830332096e-15
cat__Circuit_ID_2WB596,3.593512791704684e-15
cat__Substation_NYS-MARCELLUS 626,3.591384516976738e-15
cat__Circuit_ID_6DL843,3.590204354202129e-15
cat__Connection_Date_2004-04-02 00:00:00,3.5887065853514254e-15
cat__Circuit_ID_3200601,3.567950217323541e-15
cat__Circuit_ID_6X1P7,3.5650694421362995e-15
cat__Circuit_ID_8D736,3.5524233049011988e-15
cat__Substation_Hunter,3.538504909966189e-15
cat__Substation_Monsey,3.5112392420267556e-15
cat__Connection_Date_2016-10-21 00:00:00,3.4940361289080885e-15
cat__City_Holbrook,3.4853196173700226e-15
cat__Circuit_ID_8QR895,3.483877301541704e-15
cat__Substation_Trade_Center_1,3.4825368987997846e-15
cat__Connection_Date_2015-02-03 00:00:00,3.4778212146485482e-15
cat__Substation_NYS-WYNANTSKILL 141,3.468092914736868e-15
cat__Connection_Date_2012-05-31 00:00:00,3.4670300000443204e-15
cat__Circuit_ID_6001,3.465814926592498e-15
cat__Circuit_ID_8ED3H6,3.4654451874464155e-15
cat__Division_035-Gloversville,3.4649480690571558e-15
cat__Circuit_ID_4AH195,3.4608026178058986e-15
cat__Circuit_ID_MTKISC1,3.4566175556174897e-15
cat__Circuit_ID_2401612,3.4558572024457542e-15
cat__Circuit_ID_8Q6K3,3.444390612437087e-15
cat__City_West Islip,3.4436575450303286e-15
cat__Connection_Date_2016-09-13 00:00:00,3.4400623628736034e-15
cat__Connection_Date_2002-08-15 00:00:00,3.4387030259207252e-15
cat__Circuit_ID_7HM130,3.3999441693951415e-15
cat__City_Locust Valley,3.3897134964247516e-15
cat__Substation_0215LS2154-Fifth RD,3.3883704927165926e-15
cat__Connection_Date_2021-11-24 00:00:00,3.376249487558425e-15
cat__Connection_Date_2020-09-08 00:00:00,3.3328838558088545e-15
cat__City_GRAFTON,3.3274814404365548e-15
cat__Circuit_ID_3X61,3.3229834055593087e-15
cat__Connection_Date_2022-07-28 00:00:00,3.3204074511215436e-15
cat__Circuit_ID_8RX742,3.31693581901275e-15
cat__Substation_NYS-JEFFERSONVILLE 112,3.308790875324529e-15
cat__Circuit_ID_3R32,3.3077052605130045e-15
cat__Circuit_ID_7R611,3.3056745385815014e-15
cat__Substation_Mongaup,3.292381216225151e-15
cat__Connection_Date_2020-04-30 00:00:00,3.290296201829391e-15
cat__City_NEWARK,3.2834763472599675e-15
cat__Connection_Date_2009-08-04 00:00:00,3.2709523482220393e-15
cat__Developer_Steven Morton,3.2696683688135718e-15
cat__Circuit_ID_6DL838,3.244370990494078e-15
cat__Connection_Date_2016-05-02 00:00:00,3.239404215474518e-15
cat__Substation_DELANSON 269,3.2371665472339294e-15
cat__Developer_Verengo Solar,3.2318438765074853e-15
cat__City_Scarsdale,3.2267026409552246e-15
cat__Developer_Renewable Energy Solutions,3.2184378702681684e-15
cat__Circuit_ID_36_31_12353,3.1891236103976918e-15
cat__City_OAKDALE,3.1840634011141364e-15
cat__Connection_Date_2023-12-18 00:00:00,3.1671879410861404e-15
cat__Circuit_ID_36_35_33551,3.1654488615602576e-15
cat__Circuit_ID_36_11_24452,3.1397022012142547e-15
cat__Developer_NYS Gen State Park,3.1336963951729675e-15
cat__City_FARMNGVILLE,3.1302887184995247e-15
cat__Connection_Date_2022-12-27 00:00:00,3.113803508590902e-15
cat__Circuit_ID_8W5N6,3.0796404674522522e-15
cat__Circuit_ID_0106RO5166,3.0647347328331122e-15
cat__Circuit_ID_7EM819,3.0628571144917077e-15
cat__Circuit_ID_7Z618,3.060473060165956e-15
cat__Circuit_ID_6P5H6,3.0556405548926033e-15
cat__City_SCOTTSVILLE,3.053337435798999e-15
cat__Circuit_ID_6Q671,3.047693832398204e-15
cat__Connection_Date_2021-03-09 00:00:00,3.0471523222760035e-15
cat__Connection_Date_2009-09-04 00:00:00,3.040255226071241e-15
cat__Developer_SunPower Corporation,3.035854058094054e-15
cat__Developer_ABest Energy Power,3.034306484635738e-15
cat__Connection_Date_2018-01-22 00:00:00,3.0316959756587043e-15
cat__Circuit_ID_3LG311,3.019704762821457e-15
cat__Connection_Date_2023-04-27 00:00:00,3.0154600193689163e-15
cat__Circuit_ID_7Z642,3.01431951566458e-15
cat__Connection_Date_2007-06-19 00:00:00,2.9983431729456906e-15
cat__Connection_Date_2023-05-25 00:00:00,2.9948194960581553e-15
cat__Connection_Date_2011-04-07 00:00:00,2.9730135858867865e-15
cat__City_Sag Harbor,2.9692092371900634e-15
cat__Circuit_ID_7B2H3,2.9629031537226933e-15
cat__Connection_Date_2018-02-26 00:00:00,2.9607862311249027e-15
cat__Connection_Date_2019-07-17 00:00:00,2.9518375938190345e-15
cat__Connection_Date_2014-01-03 00:00:00,2.9198643265643633e-15
cat__City_Skaneateles,2.9183981083753423e-15
cat__Connection_Date_2015-06-10 00:00:00,2.9120647904047473e-15
cat__Circuit_ID_36_37_26952,2.891872150121851e-15
cat__Connection_Date_2015-04-01 00:00:00,2.888541278528109e-15
cat__Circuit_ID_5301350,2.8778349587545337e-15
cat__Connection_Date_2020-02-13 00:00:00,2.8768387279299496e-15
cat__City_C MORICHES,2.8705116924137995e-15
cat__Substation_NYS-SOUTH HILL 608,2.8684846299825626e-15
cat__Substation_8AX,2.8557214148057394e-15
cat__Circuit_ID_0149CF0249,2.85102434671403e-15
cat__City_NEW HAMPTON,2.8391126418465814e-15
cat__Connection_Date_2020-04-06 00:00:00,2.8314705497023156e-15
cat__Connection_Date_2014-12-24 00:00:00,2.822161743918523e-15
"cat__Developer_New York State Solar Farm, Inc.",2.8202288825887495e-15
cat__Developer_PRO CUSTOM SOLAR LLC DBA MOMENTUM SOLAR,2.8131565376488706e-15
cat__Circuit_ID_36_05_5053,2.801881932495595e-15
cat__Connection_Date_2016-02-26 00:00:00,2.7861227941019575e-15
cat__Circuit_ID_5B211,2.7604719541175704e-15
cat__Substation_4 AH,2.7543415641081985e-15
cat__Connection_Date_2009-10-19 00:00:00,2.744247261336377e-15
cat__Substation_TULLY CENTER 278,2.7417811015880823e-15
cat__City_MIDDLETOWN,2.735637720714291e-15
cat__Connection_Date_2022-01-25 00:00:00,2.7303612036079242e-15
cat__County_Schuyler,2.7301357424783712e-15
cat__Connection_Date_2023-10-26 00:00:00,2.728956060481372e-15
cat__City_WORCESTER,2.7109728650938155e-15
cat__Connection_Date_2015-12-10 00:00:00,2.701346274311505e-15
cat__City_JERICHO,2.696143911202262e-15
cat__Substation_NYS-WOODRUFF POND 461,2.6933723153812504e-15
cat__Substation_JEWETT RD 291,2.6821160771497203e-15
cat__Connection_Date_2011-10-26 00:00:00,2.672876183543288e-15
cat__Connection_Date_2018-04-03 00:00:00,2.6681989097186556e-15
cat__Connection_Date_2013-11-16 00:00:00,2.6641808334845675e-15
cat__Connection_Date_2011-04-06 00:00:00,2.6554137732849927e-15
cat__Circuit_ID_9DF2K3,2.653947265887815e-15
cat__Substation_UNIONVILLE 276,2.645475903411885e-15
cat__Connection_Date_2015-04-13 00:00:00,2.639256636525776e-15
cat__Circuit_ID_4451,2.637666918018395e-15
cat__Developer_Eldor Contracting,2.6366534246679e-15
cat__Substation_BUFFALO STATION 52 - HERTEL & ELMWOOD,2.62766737762936e-15
cat__Circuit_ID_4011,2.6227368319116777e-15
cat__Circuit_ID_24-1-13,2.6223754100314427e-15
cat__Connection_Date_2022-09-07 00:00:00,2.6206574116353003e-15
cat__Circuit_ID_7053,2.6161884054005188e-15
cat__Developer_Trinity Solar,2.613854318696769e-15
cat__Connection_Date_2021-09-14 00:00:00,2.5957311111135875e-15
cat__City_NIVERVILLE,2.592611836180505e-15
cat__City_BRENTWOOD,2.577016820970452e-15
cat__Circuit_ID_7UM911,2.5694713988704116e-15
cat__Connection_Date_2017-05-22 00:00:00,2.5688043846975084e-15
cat__Substation_NYS-TRUMANSBURG 723,2.5578226877026123e-15
cat__Circuit_ID_7T982,2.5540456025652066e-15
cat__Developer_Tyler Moston (Surf Clean Energy Inc.),2.551111757563573e-15
cat__City_PT JEFF STA,2.5442506443213502e-15
cat__Connection_Date_2015-06-09 00:00:00,2.540708156681383e-15
cat__Developer_Shannon Hartz (Kasselman Solar),2.540384995632933e-15
cat__Developer_Hytech Solar Inc.,2.540288144432794e-15
cat__Division_037 - Cobleskill,2.5397231934182522e-15
cat__Connection_Date_2015-01-12 00:00:00,2.52198645159286e-15
cat__Connection_Date_2016-11-07 00:00:00,2.510604312485365e-15
cat__Circuit_ID_2014,2.4990418487011844e-15
cat__Developer_EmPower Solar,2.4966722636955408e-15
cat__Connection_Date_2020-06-29 00:00:00,2.4898519543200493e-15
cat__City_MONSEY,2.4787625628056434e-15
cat__Connection_Date_2012-07-12 00:00:00,2.465660595446249e-15
cat__Circuit_ID_36_11_26656,2.4621782827906045e-15
cat__Circuit_ID_9Z694,2.4581998776172405e-15
cat__Connection_Date_2014-06-25 00:00:00,2.456936419518597e-15
cat__Connection_Date_2023-09-22 00:00:00,2.450802805838226e-15
cat__Connection_Date_2021-07-09 00:00:00,2.4366172845807084e-15
cat__Circuit_ID_6J898,2.4337782851695083e-15
cat__Circuit_ID_5GK4K6,2.4154480942817407e-15
cat__Circuit_ID_4GH4P7,2.4055586321568903e-15
cat__City_COBLESKILL,2.3934175619459043e-15
cat__Connection_Date_2012-12-05 00:00:00,2.3894533869165096e-15
cat__Developer_Trinity Solar Systems,2.3798815573296637e-15
cat__Division_039-Saratoga,2.3612993564044777e-15
cat__Connection_Date_2018-04-05 00:00:00,2.355474783079566e-15
cat__Developer_Sungevity,2.3544690351799127e-15
cat__Connection_Date_2020-10-31 00:00:00,2.344751949467394e-15
cat__Circuit_ID_5G173,2.3239933367456252e-15
cat__Circuit_ID_9AU796,2.3118859086365416e-15
cat__Circuit_ID_4200403,2.3039141246141887e-15
cat__City_W BABYLON,2.2956557756928746e-15
cat__Developer_Arosa Solar Energy Systems Inc,2.2955278826952715e-15
cat__Connection_Date_2011-09-12 00:00:00,2.2921836644240478e-15
cat__Connection_Date_2019-04-11 00:00:00,2.2867419140290927e-15
cat__Connection_Date_2019-08-15 00:00:00,2.2824612842014615e-15
cat__Division_031-Troy,2.277838138922749e-15
cat__Connection_Date_2021-09-23 00:00:00,2.2677032058357196e-15
cat__Circuit_ID_5SK063,2.2628268213446228e-15
cat__Connection_Date_2012-03-13 00:00:00,2.2578050157060033e-15
cat__City_Bellerose,2.2220428406411526e-15
cat__Connection_Date_2017-03-22 00:00:00,2.220052063652626e-15
cat__Substation_NYS-EARLVILLE 227,2.2153943113654775e-15
cat__City_Sagaponack,2.214192562208995e-15
cat__City_Wading Riv,2.2141078736153046e-15
cat__Circuit_ID_2K534,2.213947894469275e-15
cat__Connection_Date_2021-10-01 00:00:00,2.210231795595109e-15
cat__Circuit_ID_5M107,2.2101214379705597e-15
cat__Circuit_ID_3049,2.207776344138502e-15
cat__City_S Richmond Hill,2.1985351695275797e-15
cat__Circuit_ID_4X3P4,2.1928849595369128e-15
cat__Connection_Date_2014-06-09 00:00:00,2.1927405839372984e-15
cat__City_HILLSDALE,2.1925159206070102e-15
cat__Connection_Date_2015-10-09 00:00:00,2.1873836268024026e-15
cat__Connection_Date_2015-03-03 00:00:00,2.1823208893124846e-15
cat__Circuit_ID_0215LS2154,2.1724973387435475e-15
cat__City_New City,2.1712941764290727e-15
cat__City_VALATIE,2.169533357675601e-15
cat__Connection_Date_2016-02-11 00:00:00,2.1680242437014853e-15
cat__City_W HEMPSTEAD,2.1663494590335167e-15
cat__Circuit_ID_4303001,2.1631075560620393e-15
cat__Connection_Date_2017-02-16 00:00:00,2.156783421561949e-15
cat__Connection_Date_2019-03-26 00:00:00,2.1511069698130133e-15
cat__City_CUTCHOGUE,2.15050894332149e-15
cat__Connection_Date_2023-07-24 00:00:00,2.14737354974793e-15
cat__Connection_Date_2013-04-10 00:00:00,2.147351989094024e-15
cat__Circuit_ID_2WB594,2.142734965079964e-15
cat__Circuit_ID_7UM918,2.141454508786232e-15
cat__City_GLEN HEAD,2.1311909139938238e-15
cat__Substation_Wainwright,2.1281730074818198e-15
cat__Developer_Empire Clean Energy Supply,2.125723757280928e-15
cat__Circuit_ID_51-3-13,2.122301776469475e-15
cat__Connection_Date_2010-11-10 00:00:00,2.115939655195273e-15
cat__Connection_Date_2011-08-12 00:00:00,2.108096869479627e-15
cat__Circuit_ID_6P5H1,2.0974539267086048e-15
cat__Connection_Date_2017-04-12 00:00:00,2.0968442063531126e-15
cat__Circuit_ID_8T2P5,2.0918770690972036e-15
cat__Connection_Date_2023-03-22 00:00:00,2.088761253547173e-15
cat__Connection_Date_2019-02-15 00:00:00,2.0839278344259316e-15
cat__Connection_Date_2017-06-02 00:00:00,2.080783458564469e-15
cat__Connection_Date_2011-05-16 00:00:00,2.078172958930526e-15
cat__City_Jericho,2.070922544542754e-15
cat__Developer_NY State Solar Farm,2.0701948697031277e-15
cat__Connection_Date_2023-02-08 00:00:00,2.0677580417555597e-15
cat__Connection_Date_2015-02-10 00:00:00,2.0667365701700334e-15
cat__Connection_Date_2019-09-25 00:00:00,2.0665930567020788e-15
cat__Connection_Date_2012-12-18 00:00:00,2.0576400644359156e-15
cat__Substation_Tioronda,2.0489145262827075e-15
cat__City_ST JAMES,2.0439557643439353e-15
cat__Connection_Date_2014-09-23 00:00:00,2.043427837681852e-15
cat__Circuit_ID_5300601,2.0383012525131895e-15
cat__Substation_NYS-VAN BUREN ST 603,2.023739738483282e-15
cat__Connection_Date_2013-12-31 00:00:00,2.0221440443989505e-15
cat__Connection_Date_2016-12-08 00:00:00,2.0006465100659797e-15
cat__Connection_Date_2017-11-01 00:00:00,1.9944810429781304e-15
cat__Connection_Date_2019-08-06 00:00:00,1.988806955506075e-15
cat__Circuit_ID_7UM657,1.9838845201616062e-15
cat__City_East Quogue,1.9708930161090657e-15
cat__Substation_0109RO5195-748 Plank RD,1.9577778832265886e-15
cat__Connection_Date_2007-09-18 00:00:00,1.957591892102344e-15
cat__Circuit_ID_7XM999,1.957589248817837e-15
cat__Circuit_ID_2081,1.9404868117514833e-15
cat__Circuit_ID_8G935,1.9386042367467897e-15
cat__Substation_MILTON AVE 266,1.928146364638194e-15
cat__Connection_Date_2016-06-02 00:00:00,1.927661889997837e-15
cat__Circuit_ID_7291,1.9270050774396035e-15
cat__City_Highland Mills,1.9165481361609614e-15
cat__City_Port Jefferson,1.910330983492174e-15
cat__Connection_Date_2017-01-17 00:00:00,1.900236895407666e-15
cat__Connection_Date_2009-02-27 00:00:00,1.8989842689405156e-15
cat__Connection_Date_2022-06-02 00:00:00,1.898341222884256e-15
cat__Circuit_ID_7Z621,1.8945645968225536e-15
cat__Substation_W. HERKIMER 676,1.8895963270233963e-15
cat__Circuit_ID_9C5K2,1.8868170974479154e-15
cat__Circuit_ID_4UH328,1.8795689933839428e-15
cat__City_East Atlantic Beach,1.878740453358921e-15
cat__Connection_Date_2017-04-24 00:00:00,1.8677260086709942e-15
cat__Connection_Date_2013-05-08 00:00:00,1.858869252337155e-15
cat__Connection_Date_2021-08-10 00:00:00,1.857803373500727e-15
cat__Substation_West Haverstraw,1.8576734721224747e-15
cat__City_CICERO,1.8560728054241663e-15
cat__Connection_Date_2015-01-15 00:00:00,1.8478088631139382e-15
cat__Developer_Collegiate Builders,1.8475605551313338e-15
cat__Substation_SARATOGA 142,1.847294001635227e-15
cat__Circuit_ID_2AB525,1.8436409656409116e-15
cat__Circuit_ID_36_10_1562,1.8406860535039654e-15
cat__Connection_Date_2016-06-24 00:00:00,1.836549522953529e-15
cat__Substation_NYS-COUNTY HOSPITAL 736,1.8348355962085602e-15
cat__City_MT SINAI,1.8270405016173756e-15
cat__Connection_Date_2020-08-11 00:00:00,1.819888456345695e-15
cat__Connection_Date_2022-05-06 00:00:00,1.8188035943226872e-15
cat__City_CAMILLUS,1.8121720993661598e-15
cat__Circuit_ID_7M9P6,1.807729444603588e-15
cat__Circuit_ID_36_32_34553,1.799977247720904e-15
cat__City_Baldwin,1.7993823053901505e-15
cat__Circuit_ID_7WM772,1.798134839435751e-15
cat__Connection_Date_2021-05-06 00:00:00,1.797801902415415e-15
cat__City_Point Lookout,1.7882683780685767e-15
cat__City_E ROCKAWAY,1.78796025016092e-15
cat__Connection_Date_2017-09-26 00:00:00,1.7832823256673e-15
cat__Circuit_ID_45-9-13,1.7736203914353353e-15
cat__Circuit_ID_9B913,1.7666405264844319e-15
cat__Circuit_ID_2071,1.764141883772136e-15
cat__Circuit_ID_8RX975,1.7604647315782432e-15
cat__Circuit_ID_7D8K1,1.7579460150342952e-15
cat__Developer_Division 7,1.7577417259195098e-15
cat__City_Moriches,1.7474534976978755e-15
cat__City_WOODBURY,1.747408212156476e-15
cat__Connection_Date_2014-09-02 00:00:00,1.7458948090031961e-15
cat__Connection_Date_2020-09-22 00:00:00,1.739641458091627e-15
cat__Circuit_ID_5U282,1.727419677833146e-15
cat__City_GRAND ISLAND,1.7247270081234366e-15
cat__Circuit_ID_4401401,1.7237754765262646e-15
cat__Connection_Date_2014-06-18 00:00:00,1.722390902096818e-15
cat__Connection_Date_2023-03-31 00:00:00,1.7157963761536681e-15
cat__City_Penn Yan,1.7142056164967331e-15
cat__City_Wyandanch,1.709977980284246e-15
cat__Connection_Date_2013-03-06 00:00:00,1.7094392665192686e-15
cat__Circuit_ID_5Q59,1.7031746259053538e-15
cat__Circuit_ID_36_11_32556,1.7012698850814853e-15
cat__Circuit_ID_220,1.7002148113581652e-15
cat__Circuit_ID_71-5-13,1.691469770204987e-15
cat__Connection_Date_2016-11-18 00:00:00,1.6902280558136043e-15
cat__City_N Babylon,1.6887537722218287e-15
cat__Connection_Date_2014-06-16 00:00:00,1.6836683126801004e-15
cat__Circuit_ID_61-3-13,1.6784124455963052e-15
cat__City_Bayville,1.6722352881820434e-15
cat__Connection_Date_2023-02-22 00:00:00,1.6698018602053173e-15
cat__Developer_ESI Power,1.6691891898726528e-15
